,UNNAMED: 0.2,UNNAMED: 0.1,YEAR,ICU,ETAB,NB_ADMIS_SURV,STATETAB,TYPETAB,STATSERV,LITETAB,LITSERV,TYPSERV,CULT,DEPISARM,ECHOGUIDAGE,DEPIBLSE,REGION,NBADM,ENVOIATB,NBADMJ,ENVOIABR,DECONTORAL,INFORMAT,DDS,DDSGASTR,DDSOROPH,CONSOSHA,DDSIV,JHSHA,ETUDE_PRATIQUE,PATJOURSANN,INFHRS,SOIGNHRS,PATJOURS,DDEBETU,DFINETU,ANTICONT,ANTICONF,INTUBALCONT,INTUBALCONF,INTUBDECONT,INTUBDECONF,INTUBPOSOBS,INTUBPOSCONF,CVCOBS,CVCONF,CASFM,DATECASFM,TOILANTIS,STATSERV_ICU,STATSERV_Other Intensive Care,STATSERV_Step-down unit,TYPETAB_CH,TYPETAB_CHU,TYPETAB_MIL,TYPETAB_MCO,TYPETAB_AUT,TYPETAB_CAC,STATETAB_PUB,STATETAB_PRI,STATETAB_PIC,STATETAB_INC,STATETAB_ESPI,TYPSERV_Mixed,TYPSERV_Surgery,TYPSERV_Medical,TYPSERV_Neurology,TYPSERV_Cardiology,TYPSERV_Burnt,INFORMAT_No,INFORMAT_Fully,INFORMAT_Partially,DDS_No,DDS_Some patients,DDS_All Patients
1710,1710,1710.0,2012,40,36,95,PUB,CH,ICU,,8.0,Mixed,Maki,,,,HAUTS-DE-FRANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,
1711,1711,1711.0,2012,151,131,93,PUB,CH,ICU,,11.0,Mixed,Maki,,,,HAUTS-DE-FRANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,
1712,1712,1712.0,2012,248,212,243,PUB,CH,ICU,,23.0,Mixed,Maki,,,,HAUTS-DE-FRANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,
1713,1713,1713.0,2012,85,76,104,PUB,CH,ICU,,16.0,Mixed,Maki,,,,HAUTS-DE-FRANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,
1714,1714,1714.0,2012,156,136,174,PUB,CH,ICU,,17.0,Medical,Maki,,,,HAUTS-DE-FRANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,
1715,1715,1715.0,2012,157,136,55,PUB,CH,ICU,,8.0,Surgery,Maki,,,,HAUTS-DE-FRANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,
1716,1716,1716.0,2012,247,211,99,PUB,CH,ICU,,10.0,Mixed,Maki,,,,HAUTS-DE-FRANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,
1717,1717,1717.0,2012,272,230,82,PUB,CH,ICU,,8.0,Mixed,Maki,,,,ILE DE FRANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,
1718,1718,1718.0,2012,2,2,131,PUB,CH,ICU,,11.0,Mixed,Maki,,,,ILE DE FRANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,
1719,1719,1719.0,2012,286,241,84,PUB,CH,ICU,,8.0,Mixed,Maki,,,,ILE DE FRANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,
1720,1720,1720.0,2012,281,237,73,PUB,CHU,ICU,,7.0,Mixed,Maki,,,,ILE DE FRANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,
1721,1721,1721.0,2012,111,96,232,PUB,CHU,ICU,,12.0,Mixed,Maki,,,,ILE DE FRANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,
1722,1722,1722.0,2012,37,34,153,PIC,MCO,ICU,,12.0,Mixed,Maki,,,,ILE DE FRANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,
1723,1723,1723.0,2012,150,130,193,PUB,CH,ICU,,18.0,Mixed,Maki,,,,ILE DE FRANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,
1724,1724,1724.0,2012,70,62,86,PUB,CHU,ICU,,8.0,Surgery,Maki,,,,ILE DE FRANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,
1725,1725,1725.0,2012,278,62,126,PUB,CHU,ICU,,10.0,Medical,Maki,,,,ILE DE FRANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,
1726,1726,1726.0,2012,21,19,85,PUB,MIL,ICU,,8.0,Mixed,Maki,,,,ILE DE FRANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,
1727,1727,1727.0,2012,276,233,106,PUB,CH,ICU,,8.0,Mixed,Maki,,,,ILE DE FRANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,
1728,1728,1728.0,2012,147,128,54,PUB,CH,ICU,,10.0,Mixed,Maki,,,,ILE DE FRANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,
1729,1729,1729.0,2012,263,224,80,PIC,MCO,ICU,,6.0,Medical,Maki,,,,ILE DE FRANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,
1730,1730,1730.0,2012,82,73,108,PUB,CH,ICU,,8.0,Mixed,Maki,,,,ILE DE FRANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,
1731,1731,1731.0,2012,12,10,198,PUB,CHU,ICU,,15.0,Mixed,Maki,,,,ILE DE FRANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,
1732,1732,1732.0,2012,265,226,146,PUB,CH,ICU,,10.0,Mixed,Maki,,,,ILE DE FRANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,
1733,1733,1733.0,2012,262,223,142,PUB,CH,ICU,,12.0,Mixed,Maki,,,,ILE DE FRANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,
1734,1734,1734.0,2012,266,227,150,PUB,CH,ICU,,8.0,Mixed,Maki,,,,ILE DE FRANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,
1735,1735,1735.0,2012,19,17,82,PRI,MCO,ICU,,8.0,Mixed,Maki,,,,ILE DE FRANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,
1736,1736,1736.0,2012,257,219,92,PUB,CHU,ICU,,6.0,Surgery,Maki,,,,ILE DE FRANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,
1737,1737,1737.0,2012,258,219,101,PUB,CHU,ICU,,6.0,Medical,Maki,,,,ILE DE FRANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,
1738,1738,1738.0,2012,14,12,86,PUB,CH,ICU,,6.0,Mixed,Maki,,,,ILE DE FRANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,
1739,1739,1739.0,2012,148,60,204,PUB,CHU,ICU,,20.0,Surgery,Maki,,,,ILE DE FRANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,
1740,1740,1740.0,2012,68,60,333,PUB,CHU,ICU,,15.0,Medical,Maki,,,,ILE DE FRANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,
1741,1741,1741.0,2012,33,30,119,PUB,CH,ICU,,8.0,Mixed,Maki,,,,ILE DE FRANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,
1742,1742,1742.0,2012,125,107,90,PIC,MCO,ICU,,10.0,Mixed,Maki,,,,ILE DE FRANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,
1743,1743,1743.0,2012,130,112,83,PRI,MCO,ICU,,8.0,Mixed,Maki,,,,ILE DE FRANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,
1744,1744,1744.0,2012,261,222,251,PUB,CH,ICU,,16.0,Mixed,Maki,,,,ILE DE FRANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,
1745,1745,1745.0,2012,275,232,84,PUB,CH,ICU,,6.0,Mixed,Maki,,,,ILE DE FRANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,
1746,1746,1746.0,2012,172,149,119,PUB,MIL,ICU,,17.0,Mixed,Maki,,,,ILE DE FRANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,
1747,1747,1747.0,2012,131,113,141,PRI,MCO,ICU,,12.0,Mixed,Maki,,,,ILE DE FRANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,
1748,1748,1748.0,2012,41,37,241,PUB,CH,ICU,,18.0,Mixed,Maki,,,,ILE DE FRANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,
1749,1749,1749.0,2012,128,110,161,PUB,CH,ICU,,12.0,Mixed,Maki,,,,ILE DE FRANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,
1750,1750,1750.0,2012,282,238,164,PRI,MCO,ICU,,10.0,Mixed,Maki,,,,ILE DE FRANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,
1751,1751,1751.0,2012,264,225,64,PUB,CH,ICU,,6.0,Mixed,Maki,,,,ILE DE FRANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,
1752,1752,1752.0,2012,114,99,210,PIC,MCO,ICU,,14.0,Mixed,Maki,,,,ILE DE FRANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,
1753,1753,1753.0,2012,284,240,148,PUB,CH,ICU,,10.0,Mixed,Maki,,,,ILE DE FRANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,
1754,1754,1754.0,2012,57,52,116,PUB,CHU,ICU,,13.0,Surgery,Maki,,,,ILE DE FRANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,
1755,1755,1755.0,2012,26,24,153,PUB,CH,ICU,,10.0,Mixed,Maki,,,,NORMANDIE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,
1756,1756,1756.0,2012,76,68,131,PUB,CH,ICU,,9.0,Mixed,Maki,,,,NORMANDIE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,
1757,1757,1757.0,2012,20,18,78,PUB,MIL,ICU,,9.0,Mixed,Maki,,,,NOUVELLE AQUITAINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,
1758,1758,1758.0,2012,225,190,92,PUB,CH,ICU,,16.0,Mixed,Maki,,,,NOUVELLE AQUITAINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,
1759,1759,1759.0,2012,226,191,181,PUB,CH,ICU,,15.0,Mixed,Maki,,,,NOUVELLE AQUITAINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,
1760,1760,1760.0,2012,309,254,231,PUB,CH,ICU,,16.0,Mixed,Maki,,,,GRAND EST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,
1761,1761,1761.0,2012,312,257,121,PUB,MIL,ICU,,8.0,Mixed,Maki,,,,GRAND EST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,
1762,1762,1762.0,2012,310,255,167,PRI,MCO,ICU,,8.0,Mixed,Maki,,,,GRAND EST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,
1763,1763,1763.0,2012,288,242,136,PRI,MCO,ICU,,12.0,Mixed,Maki,,,,GRAND EST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,
1764,1764,1764.0,2012,292,244,182,PUB,CH,ICU,,20.0,Surgery,Maki,,,,GRAND EST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,
1765,1765,1765.0,2012,293,244,296,PUB,CH,ICU,,20.0,Medical,Maki,,,,GRAND EST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,
1766,1766,1766.0,2012,289,243,139,PUB,CH,ICU,,8.0,Mixed,Maki,,,,GRAND EST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,
1767,1767,1767.0,2011,20,18,81,PIC,MIL,ICU,,9.0,Mixed,,,,,NOUVELLE AQUITAINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,
1768,1768,1768.0,2011,139,120,149,PUB,CH,ICU,,12.0,Mixed,,,,,NOUVELLE AQUITAINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,
1769,1769,1769.0,2011,226,191,176,PUB,CH,ICU,,14.0,Mixed,,,,,NOUVELLE AQUITAINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,
1770,1770,1770.0,2011,229,192,275,PUB,CHU,ICU,,26.0,Mixed,,,,,OCCITANIE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,
1771,1771,1771.0,2011,66,58,132,PUB,CH,ICU,,12.0,Mixed,,,,,OCCITANIE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,
1772,1772,1772.0,2011,231,195,189,PUB,CH,ICU,,9.0,Mixed,,,,,OCCITANIE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,
1773,1773,1773.0,2011,97,86,111,PRI,MCO,ICU,,8.0,Mixed,,,,,OCCITANIE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,
1774,1774,1774.0,2011,232,196,74,PUB,CH,ICU,,6.0,Mixed,,,,,OCCITANIE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,
1775,1775,1775.0,2011,233,197,93,PRI,MCO,ICU,,10.0,Mixed,,,,,OCCITANIE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,
1776,1776,1776.0,2011,234,198,156,PRI,MCO,ICU,,12.0,Mixed,,,,,OCCITANIE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,
1777,1777,1777.0,2011,236,200,463,PRI,MCO,ICU,,16.0,Mixed,,,,,OCCITANIE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,
1778,1778,1778.0,2011,238,202,97,PUB,CH,ICU,,6.0,Mixed,,,,,OCCITANIE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,
1779,1779,1779.0,2011,56,51,118,PUB,CH,ICU,,8.0,Mixed,,,,,OCCITANIE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,
1780,1780,1780.0,2011,80,71,98,PUB,CH,ICU,,8.0,Mixed,,,,,OCCITANIE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,
1781,1781,1781.0,2011,69,61,79,PRI,MCO,ICU,,8.0,Mixed,,,,,OCCITANIE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,
1782,1782,1782.0,2011,24,22,121,PUB,CH,ICU,,8.0,Mixed,,,,,NOUVELLE AQUITAINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,
1783,1783,1783.0,2011,36,33,130,PUB,CH,ICU,,10.0,Mixed,,,,,NOUVELLE AQUITAINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,
1784,1784,1784.0,2011,45,41,106,PUB,CH,ICU,,15.0,Mixed,,,,,NOUVELLE AQUITAINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,
